number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev,avg_rs_max,avg_rCovalent,avg_vIonic,avg_electronegativity,avg_rp_max,avg_LUMO,avg_IP,avg_rd_max,avg_EA,avg_HOMO,avg_rIonic,avg_vCovalent,avg_mass,lattice_angle_alpha_degree_r,lattice_angle_beta_degree_r,lattice_angle_gamma_degree_r,vol,atomic_density,SG_33,SG_194,SG_227,SG_167,SG_12,SG_206,Al_coord, Al_O_mean, Ga_coord, Ga_O_mean, In_coord, In_O_mean, O_coord,Hf_log,band_log,Al?,Ga?,In?
80.0,0.125,0.8438,0.0312,24.7835,6.151,5.8836,90.0,103.7938,90.0001,0.0438,2.0726,1.01062,1.22499,1.8211415892498,1.784064,1.3531220000000002,0.177378,-5.8046640400000005,2.2718860000000003,-0.13300228,-2.7292474,0.70249,7.7199078971168,65.787281325,1.5707963267948966,1.8115435531564903,1.5707980721241486,871.0484854741443,0.09184333746525374,0,0,0,0,1,0,5.0,1.96017472776,5.037037037037037,1.96290399722,4.0,1.86737956595,3.333333333333333,-3.128121461599737,0.72880385776798,1,1,1
30.0,0.6667,0.0833,0.25,5.0243,5.024,13.5733,89.9901,90.0106,120.0015,0.2003,3.1384,1.1083379999999998,1.2633329999999998,1.8818316025323,1.6691600000000002,1.4583389999999998,0.4299246,-5.7225320600000025,2.7383649999999995,-0.25800494,-2.7216655000000003,0.729999,8.5794041012016,52.501017684619995,1.5706235391989491,1.5709813316956085,2.094421282331975,296.7117190850205,0.10110824099739626,0,0,0,1,0,0,6.0,2.01263018902,6.0,2.01263019926,6.0,2.01263017757,4.0,-1.6079390363103645,1.1437131159132057,1,1,1
20.0,0.75,0.0,0.25,12.0381,3.0478,5.9801,89.9993,104.6228,90.0002,0.2558,2.5938,1.12,1.2625,1.83597253425,1.6525,1.4725,0.44975,-5.71935,2.8175,-0.27035,-2.71875,0.7275,8.563951205499999,48.94065395,1.5707841094901327,1.8260123326555235,1.5707998174534008,212.30130373803883,0.09420573330382488,0,0,0,0,1,0,3.5,1.9345555756,0.0,0.0,3.5,1.9345555756,2.333333333333333,-1.3633593898373946,0.953123981919504,1,0,1
80.0,0.25,0.2812,0.4688,24.5381,6.3603,6.3066,90.0,105.0163,90.0001,0.1343,1.5739,1.0718800000000002,1.31126,2.4701486391252003,1.7459360000000002,1.400628,0.454372,-5.67701096,2.294364,-0.24097272,-2.7476276000000004,0.7862600000000001,9.6166920848832,80.17817065,1.5707963267948966,1.8328802032621208,1.5707980721241486,950.6583625820247,0.08415220772130685,0,0,0,0,1,0,4.5,1.98153292666,4.4444444444444455,1.97660295383,5.6,2.05900392828,3.333333333333333,-2.007679175452945,0.45355661557541826,1,1,1
80.0,0.2188,0.375,0.4062,24.5871,6.3342,6.2488,90.0,104.8473,90.0001,0.1982,1.4672,1.061252,1.299052,2.384638373892,1.754054,1.391568,0.4115774,-5.695780879999999,2.278496,-0.22355344,-2.7454644000000004,0.7746759999999999,9.3478220626692,78.68875724568002,1.5707963267948966,1.8299305968262507,1.5707980721241486,940.6931180381912,0.08504367520710626,0,0,0,0,1,0,4.285714285714286,1.953664293,5.166666666666667,2.0248191118400003,5.230769230769232,2.02906125128,3.333333333333333,-1.6184786570862495,0.3833558225200634,1,1,1
80.0,0.0,0.5,0.5,24.7897,6.4489,6.3896,90.0003,105.0105,90.0,0.0195,1.3388,1.04,1.3199999999999998,2.658960246,1.795,1.36,0.4125,-5.6778,2.05,-0.2103,-2.758,0.8,9.799959523,92.2705,1.5708015627826524,1.8327789741655047,1.5707963267948966,986.6270760346164,0.08108433464195053,0,0,0,0,1,0,0.0,0.0,4.125,1.97033470534,5.875,2.09989950419,3.333333333333333,-3.937340813412436,0.2917736903550345,0,1,1
80.0,0.0,0.5938,0.4062,24.8145,6.3964,6.2933,90.0002,104.7733,90.0001,0.0054,1.4012,1.03062,1.30124,2.5050941258748,1.797814,1.354372,0.359503,-5.704139039999999,2.070636,-0.19112728,-2.7531224,0.7812399999999999,9.3884114213668,88.040589,1.5707998174534008,1.8286390531797747,1.5707980721241486,965.8732705577906,0.08282660100304885,0,0,0,0,1,0,0.0,0.0,4.315789473684212,1.97371088867,6.0,2.09145011774,3.333333333333333,-5.221356325411908,0.3373290123411947,0,1,1
80.0,0.5312,0.375,0.0938,6.2822,6.282,23.8196,90.0166,90.0022,119.9995,0.2218,2.7135,1.073748,1.233448,1.700203467858,1.7009459999999998,1.425932,0.3094226,-5.77156912,2.644004,-0.20599656,-2.7182856,0.7028239999999999,7.919212062330799,51.24864670432,1.5710860514507277,1.5708347240384404,2.0943863757469354,814.098484970901,0.09826820891683576,0,1,0,0,0,0,5.470588235294118,1.97957888763,5.416666666666668,1.96787301683,6.0,2.08333549597,3.6666666666666665,-1.5059792040658704,0.9982393145213224,1,1,1
80.0,0.0625,0.125,0.8125,6.9632,6.9626,25.0975,90.0139,89.9885,119.9858,0.2705,0.3717,1.08,1.381875,3.1371658546875,1.773125,1.389375,0.6039375,-5.5876625,2.040625,-0.2834375,-2.7720625,0.8606250000000001,11.159460967874999,103.6913461625,1.571038927560924,1.5705956139309172,2.094147265639412,1053.9099868670567,0.07590781091069729,0,1,0,0,0,0,6.0,2.28213575973,5.25,2.10117933635,5.5,2.16698167713,3.6666666666666665,-1.3074831806956009,-0.9896682016789307,1,1,1
80.0,0.3438,0.0625,0.5938,10.7423,9.1616,9.7886,90.0021,89.9992,90.0004,0.2398,1.3779,1.0976110000000001,1.335444,2.6237383631043,1.723607,1.424207,0.5473344,-5.63890962,2.35619,-0.28043469,-2.7511178,0.808516,10.1484902675672,81.81286887068,1.5708329787091884,1.5707823641608807,1.5708033081119046,963.3612750247968,0.08304257403116064,1,0,0,0,0,0,5.090909090909091,2.07005375004,5.5,2.09432745773,5.315789473684211,2.08698561032,3.5,-1.4279500363887232,0.3205606010177203,1,1,1
30.0,0.3333,0.3333,0.3333,5.15,5.1496,13.8331,89.9954,90.0049,120.0009,0.2286,2.1536,1.069893,1.283205,2.201836404339,1.7331599999999998,1.406526,0.3976269,-5.71129548,2.403093,-0.22561077,-2.7373929,0.756591,9.005971449453,70.50046211538,1.5707160416493051,1.5708818479282445,2.094410810356464,317.70710897604374,0.09442659340135227,0,0,0,1,0,0,6.0,2.0591059207,6.0,2.05910592978,6.0,2.05910590595,4.0,-1.4757815276214268,0.7671408604682716,1,1,1
40.0,0.1875,0.125,0.6875,5.4597,9.3026,9.9277,90.0009,89.9982,90.0003,0.2417,1.1181,1.085,1.355625,2.8633042565625,1.751875,1.403125,0.5630625,-5.6179875,2.186875,-0.2764125,-2.7611875,0.831875,10.587834047125,92.7117884875,1.5708120347581649,1.5707649108683606,1.5708015627826524,504.221977884654,0.07933013980828582,1,0,0,0,0,0,5.666666666666668,2.14506777858,5.0,2.09989323363,5.181818181818182,2.10708387516,3.5,-1.4200579912726998,0.11163081617118545,1,1,1
80.0,0.125,0.0,0.875,10.1271,10.127,10.1273,90.0005,90.0007,89.9993,0.0816,1.1579,1.0950000000000002,1.3937499999999998,3.205280524875,1.75875,1.4037499999999998,0.654125,-5.567725,2.08625,-0.305475,-2.773125,0.87125,11.42208580925,103.838442325,1.5708050534411566,1.5708085440996604,1.5707841094901327,1038.6269409438355,0.07702476880418804,0,0,0,0,0,1,6.0,2.16297404073,0.0,0.0,6.0,2.18685420087,4.0,-2.505926017012076,0.14660801963609024,1,0,1
40.0,0.625,0.0,0.375,5.1841,8.8659,9.4956,90.0041,90.0009,90.0007,0.2098,2.3821,1.115,1.2887499999999998,2.109834132375,1.67375,1.45875,0.490625,-5.689025000000001,2.67125,-0.277375,-2.729625,0.7562500000000001,9.13557812625,59.920211625,1.5708678852942282,1.5708120347581649,1.5708085440996604,436.4340330675373,0.09165188085552,1,0,0,0,0,0,5.4,2.01902590421,0.0,0.0,5.0,2.00566282714,3.5,-1.5616005830199404,0.8679824515800363,1,0,1
30.0,0.75,0.0833,0.1667,4.9604,4.9602,13.4383,89.9886,90.0123,120.0016,0.1249,3.5813,1.1116700000000002,1.2458399999999998,1.6993302335418,1.654999,1.467502,0.4026855,-5.74274064,2.835826,-0.25332347999999993,-2.7144184000000005,0.7108399999999999,8.1984719212138,45.18424045,1.5705973592601692,1.5710110022928918,2.0944230276612275,286.34119695290934,0.10477011453204793,0,0,0,1,0,0,6.0,1.98888904871,6.0,1.98888901992,6.0,1.98888902433,4.0,-2.080241861850605,1.2757258629890351,1,1,1
30.0,0.8333,0.0833,0.0833,4.8966,4.8964,13.3033,89.9868,90.0141,120.0017,0.1206,4.2386,1.114893,1.228205,1.516480950339,1.6406600000000002,1.4765260000000002,0.3753769,-5.76239548,2.9330929999999995,-0.24861077,-2.7068929000000006,0.6915910000000001,7.816340369953001,37.85598141538,1.5705659433336334,1.5710424182194278,2.0944247729904792,276.2193365041586,0.1086093406047564,0,0,0,1,0,0,6.0,1.96515316416,6.0,1.9651531739,6.0,1.9651531783900005,4.0,-2.115275994689052,1.4442330260403367,1,1,1
80.0,0.375,0.625,0.0,9.2466,9.2463,9.246,90.0049,90.0047,89.995,0.1033,3.0275,1.0425,1.21625,1.6323299823750002,1.735,1.39375,0.21925,-5.803875,2.5162500000000003,-0.163675,-2.718875,0.68875,7.536640458999997,53.694951975,1.5708818479282445,1.5708783572697402,1.5707090603322968,790.5037517046808,0.1012012907307323,0,0,0,0,0,1,6.0,1.99391016986,6.0,1.9939122491900003,0.0,0.0,4.0,-2.270117902856544,1.1077371964451102,1,1,0
80.0,0.0,0.0625,0.9375,10.2349,10.2349,10.2352,90.0007,90.0006,89.999,0.0219,0.9466,1.08375,1.4074999999999998,3.3766193883749995,1.781875,1.38625,0.6596875,-5.55495,1.95375,-0.299725,-2.78075,0.8875,11.719493579124999,111.9995625,1.5708085440996604,1.5708067987704086,1.5707788735023769,1072.169727265848,0.0746150520440536,0,0,0,0,0,1,0.0,0.0,6.0,2.1860090288900005,6.0,2.20853319817,4.0,-3.8212686421596818,-0.05487866150998945,0,1,1
30.0,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0557,4.1787,1.083338,1.213333,1.4717406640323,1.6766599999999998,1.443339,0.28867459999999995,-5.79273206,2.793365,-0.20690494,-2.7086655,0.679999,7.482527497701597,41.227267684619996,1.5706113218941848,1.5710005303173795,2.0944160463442194,275.7870771620909,0.10877957121380208,0,0,0,1,0,0,6.0,1.96413012516,6.0,1.96413012718,0.0,0.0,4.0,-2.887775132048899,1.4300001933799584,1,1,0
80.0,0.375,0.0,0.625,6.7243,6.7238,24.6206,90.0185,90.0073,119.9903,0.3707,0.8764,1.105,1.34125,2.6575573286250003,1.71625,1.43125,0.572375,-5.628375,2.37875,-0.291425,-2.751375,0.81375,10.27883196775,81.879326975,1.5711192127065157,1.570923735830292,2.094225805455752,964.1254039382624,0.08297675766369786,0,1,0,0,0,0,5.5,2.1026310424,0.0,0.0,5.5,2.1026310424,3.6666666666666665,-0.9923621688254506,-0.13193267126082564,1,0,1
80.0,0.0938,0.0,0.9062,10.1679,10.1679,10.1682,90.0005,90.0006,89.9993,0.0626,1.0802,1.093752,1.400302,3.2736363797670003,1.7640540000000002,1.400318,0.6643273999999999,-5.56015588,2.049746,-0.30722844,-2.7758394,0.8784259999999999,11.5647638886692,106.57893992068001,1.5708050534411566,1.5708067987704086,1.5707841094901327,1051.2514611508368,0.07609977532152162,0,0,0,0,0,1,6.0,2.17169385503,0.0,0.0,6.0,2.19484224322,4.0,-2.7709900008760844,0.07714620917665374,1,0,1
80.0,0.125,0.7188,0.1562,9.4898,9.4897,9.4894,90.0048,90.0043,89.9944,0.1429,2.0003,1.02312,1.24999,2.0261870584998,1.780314,1.360622,0.2480030000000001,-5.76956404,2.244386,-0.15855228,-2.7357474,0.72749,8.2683461988668,71.424156325,1.5708801025989922,1.5708713759527322,1.5706985883567848,854.5712768196249,0.09361419248459676,0,0,0,0,0,1,6.0,2.05292568538,6.0,2.04383901148,6.0,2.05292329364,4.0,-1.9456101940463153,0.6932971693110703,1,1,1
40.0,0.3125,0.375,0.3125,6.041,6.0411,14.8633,89.99799999999998,89.9981,120.0008,0.2844,1.4376,1.065,1.279375,2.1793517199375,1.738125,1.401875,0.3809375,-5.7185125,2.388125,-0.2182875,-2.7373125,0.7531249999999999,8.919330522875,70.4584808125,1.5707614202098563,1.5707631655391086,2.094409065027212,469.7504813733982,0.08515158916506688,0,0,1,0,0,0,5.6,2.07272813315,5.666666666666668,2.07695282312,4.8,2.01185294968,3.583333333333333,-1.2573735810530513,0.36297505648721223,1,1,1
80.0,0.375,0.625,0.0,9.2466,9.2463,9.246,90.0049,90.0047,89.995,0.1035,3.0147,1.0425,1.21625,1.6323299823750002,1.735,1.39375,0.21925,-5.803875,2.5162500000000003,-0.163675,-2.718875,0.68875,7.536640458999997,53.694951975,1.5708818479282445,1.5708783572697402,1.5707090603322968,790.5037517046808,0.1012012907307323,0,0,0,0,0,1,6.0,1.99390604666,6.0,1.99391472311,0.0,0.0,4.0,-2.2681836662767134,1.1035003227408857,1,1,0
40.0,0.5,0.1875,0.3125,6.0265,6.0258,14.2248,90.0153,90.0031,120.0022,0.35700000000000004,1.2984,1.0912499999999998,1.2775,2.076127526625,1.700625,1.43375,0.4255625,-5.71135,2.56625,-0.246075,-2.73075,0.7475,8.884547594375,62.4444568,1.5710633621704515,1.5708504320017085,2.0944334996367395,447.3495664573657,0.08941553317412719,0,0,1,0,0,0,5.25,2.01551698599,6.0,2.0645178046400003,5.2,2.01259721553,3.583333333333333,-1.0300194972024979,0.2611327372182444,1,1,1
80.0,0.4375,0.1562,0.4062,6.5428,6.5424,24.291999999999998,90.0148,90.0085,119.9936,0.342,1.4398,1.0917709999999998,1.2967429999999998,2.2640537969754,1.7101330000000001,1.428614,0.463615,-5.68684472,2.4860450000000003,-0.25595397,-2.7375367,0.7680450000000001,9.3064906342352,69.33422733750001,1.5710546355241917,1.570944679781316,2.0942834013210683,900.5806468657543,0.0888315780251552,0,1,0,0,0,0,5.428571428571429,2.03820156081,5.6,2.0770090521,5.538461538461538,2.06335455627,3.6666666666666665,-1.0729445419195318,0.36450421505306546,1,1,1
30.0,0.1667,0.8333,0.0,5.0185,5.018,13.5425,89.9979,90.0034,120.0001,0.0727,2.8139,1.0133379999999998,1.2183329999999999,1.7470051795322998,1.77666,1.358339,0.1696746,-5.81183206,2.318365,-0.13280494,-2.7261655,0.694999,7.5752819737016,62.597998384620006,1.5707596748806048,1.5708556679894643,2.0943968477224475,295.34772029819766,0.1015751872731928,0,0,0,1,0,0,6.0,2.0121625346700003,6.0,2.01216254153,0.0,0.0,4.0,-2.6214138944426635,1.0345714214580564,1,1,0
40.0,0.0,0.3125,0.6875,6.3558,6.3487,15.6054,90.0151,86.1433,119.9776,0.381,0.2573,1.05875,1.3575,2.966528449875,1.7893750000000002,1.37125,0.5184375,-5.62515,2.00875,-0.248625,-2.76775,0.8375,10.622616975625,100.7258125,1.571059871511948,1.5034842135332314,2.094004148640749,543.8140926526435,0.07355454840253589,0,0,1,0,0,0,0.0,0.0,5.2,2.14792728969,5.454545454545454,2.16789481433,3.583333333333333,-0.9649559038554361,-1.3575125596944386,0,1,1
80.0,0.4375,0.3125,0.25,9.442,9.4417,9.4417,90.0029,90.0032,89.9971,0.2011,2.2819,1.07625,1.265625,2.0080128564375,1.715,1.4193749999999998,0.375375,-5.7312875000000005,2.520625,-0.2240375,-2.7296875,0.7368750000000001,8.621922753,62.29736063750001,1.5708469413432042,1.5708521773309605,1.5707457122465889,841.7136854503998,0.0950441954109278,0,0,0,0,0,1,6.0,2.03328868969,6.0,2.03996969441,6.0,2.0360764972,4.0,-1.6039529822035308,0.8250084292702412,1,1,1
80.0,0.3125,0.625,0.0625,6.3282,6.3281,23.94400000000001,90.0131,90.00200000000002,119.9974,0.2503,1.2707,1.04,1.229375,1.7692607814375,1.7456250000000002,1.386875,0.2396875,-5.788712500000001,2.443125,-0.1671875,-2.7243125,0.703125,7.822453919375,59.1847308125,1.5710249649269084,1.5708312333799366,2.0943497238326434,830.409340004636,0.0963380301088056,0,1,0,0,0,0,5.6,2.02019884664,5.45,1.98826418659,5.5,1.99910260716,3.6666666666666665,-1.3850950805444084,0.2395679297283516,1,1,1
80.0,0.4375,0.0625,0.5,6.6122,6.6118,24.4127,90.0163,90.0096,119.9924,0.3753,1.1214,1.1012499999999998,1.3156249999999998,2.4181037949375,1.7075,1.434375,0.516625,-5.6610875,2.465625,-0.2751375,-2.7426875,0.786875,9.7187993565,73.5711106375,1.5710808154629716,1.5709638784030882,2.094262457370044,924.368940270188,0.08654553016095114,0,1,0,0,0,0,5.428571428571429,2.05611669048,6.0,2.17899703461,5.5,2.07287309564,3.6666666666666665,-0.9800295728411619,0.11457790470743506,1,1,1
30.0,0.8333,0.0833,0.0833,4.8966,4.8964,13.3033,89.9868,90.0141,120.0017,0.0892,4.2214,1.114893,1.228205,1.516480950339,1.6406600000000002,1.4765260000000002,0.3753769,-5.76239548,2.9330929999999995,-0.24861077,-2.7068929000000006,0.6915910000000001,7.816340369953001,37.85598141538,1.5705659433336334,1.5710424182194278,2.0944247729904792,276.2193365041586,0.1086093406047564,0,0,0,1,0,0,6.0,1.96515316371,6.0,1.9651531783900005,6.0,1.9651531783900005,4.0,-2.4168742393961735,1.4401668265843803,1,1,1
80.0,0.4062,0.25,0.3438,24.4087,6.2459,6.1464,89.9998,104.7501,90.0001,0.1429,1.9283,1.081248,1.284698,2.179110535233,1.718446,1.4196819999999999,0.4209226,-5.70614412,2.470254,-0.23857156,-2.7356606,0.7565740000000001,9.039277284830801,67.86507937932001,1.5707928361363923,1.828234136793312,1.5707980721241486,906.1652473615258,0.08828411841320925,0,0,0,0,1,0,4.461538461538462,1.94481811711,5.0,1.9877880251,5.636363636363638,2.02798568096,3.333333333333333,-1.9456101940463153,0.6566387857434223,1,1,1
40.0,0.0,0.125,0.875,6.5058,6.5058,15.6882,89.9985,89.991,119.9911,0.3524,0.5146,1.0775,1.395,3.27409665375,1.7837500000000002,1.3824999999999998,0.6243749999999999,-5.5725,1.9675,-0.28695,-2.7775,0.875,11.44527442825,109.181125,1.5707701468561168,1.5706392471622168,2.094239768089768,575.1009675987498,0.06955300417423077,0,0,1,0,0,0,0.0,0.0,5.0,2.17070825619,5.571428571428571,2.21542429521,3.6666666666666665,-1.0429883849201127,-0.6643653791344933,0,1,1
80.0,0.2188,0.4375,0.3438,6.5662,6.5659,24.3762,90.0079,90.0032,119.9921,0.2706,1.2299,1.0551110000000001,1.2866939999999998,2.2824635534792996,1.756107,1.3879569999999999,0.3763344,-5.71388462,2.29244,-0.21080969,-2.7424928,0.762266,9.074802283067198,75.88180154567999,1.5709342078058042,1.5708521773309605,2.094257221382288,910.2057299697743,0.08789221751290953,0,1,0,0,0,0,5.571428571428571,2.07806718989,5.357142857142857,2.02847372255,5.636363636363638,2.09235102343,3.6666666666666665,-1.3071135632454494,0.20693286526622776,1,1,1
80.0,0.2188,0.1562,0.625,10.8354,9.2377,9.8628,90.001,89.9987,90.0003,0.2806,1.1728,1.083132,1.342812,2.7435499632672,1.7474900000000002,1.404696,0.5351994000000001,-5.634341839999999,2.23036,-0.26827616,-2.756842,0.8184359999999999,10.3078084660524,88.55554324568001,1.5708137800874171,1.5707736375146206,1.5708015627826524,987.208824629624,0.08103655275773493,1,0,0,0,0,0,5.428571428571429,2.1127506971,5.6,2.13161212719,5.1,2.08478142341,3.5,-1.2708251113137765,0.15939405215025004,1,1,1
40.0,0.0625,0.3125,0.625,10.7756,6.2196,14.8766,84.3355,83.4255,30.9387,0.3763,0.4969,1.06125,1.344375,2.8295976508125,1.77875,1.3781249999999998,0.498,-5.6403125,2.081875,-0.2451125,-2.7623125,0.823125,10.33680351525,95.2360336625,1.4719321513156776,1.4560496551225293,0.5399821812867697,509.2218872604663,0.07855121902790492,0,0,1,0,0,0,6.0,2.15707998031,5.2,2.10455759302,5.2,2.10431419691,3.5,-0.9773685813827454,-0.6993664803738622,1,1,1
80.0,0.5312,0.4688,0.0,9.1811,9.1807,9.1806,90.0043,90.0045,89.9961,0.114,3.3918,1.064368,1.214688,1.5463373477327995,1.7037600000000002,1.420304,0.25642560000000003,-5.79790816,2.6646400000000003,-0.18682384,-2.7134080000000003,0.684064,7.5076639606976,47.01873570432,1.5708713759527322,1.5708748666112362,1.5707282589540688,773.8228963852272,0.1033828287760745,0,0,0,0,0,1,6.0,1.98312874298,6.0,1.97599820451,0.0,0.0,4.0,-2.1715568305876416,1.2213607539271631,1,1,0
40.0,0.25,0.4375,0.3125,6.0905,6.0882,14.9241,90.042,88.1559,120.0197,0.2813,1.3159999999999998,1.05625,1.2799999999999998,2.213759784375,1.750625,1.39125,0.3660625,-5.7209,2.3287500000000003,-0.209025,-2.7395,0.755,8.930924832375,73.12982215,1.5715293650807345,1.5386107100588693,2.0947389322558383,478.8295383424034,0.08353703520144289,0,0,1,0,0,0,6.0,2.11144661219,5.142857142857143,2.05337928332,5.2,2.05780191341,3.583333333333333,-1.268333563486326,0.2745968329031253,1,1,1
20.0,0.75,0.25,0.0,12.0711,2.9779,5.7236,89.9992,103.9258,90.0002,0.037000000000000005,3.5385,1.095,1.2125,1.42588159575,1.66,1.4575,0.3085,-5.78955,2.8725,-0.21925,-2.70575,0.6775,7.467074602,37.66690395000001,1.5707823641608807,1.8138473877691228,1.5707998174534008,199.6963802649353,0.10015204068028767,0,0,0,0,1,0,3.5,1.89873257266,3.5,1.89873257266,0.0,0.0,2.333333333333333,-3.2968373663379125,1.2637029085337024,1,1,0
40.0,0.3125,0.375,0.3125,6.041,6.0411,14.8633,89.99799999999998,89.9981,120.0008,0.2719,1.4438,1.065,1.279375,2.1793517199375,1.738125,1.401875,0.3809375,-5.7185125,2.388125,-0.2182875,-2.7373125,0.7531249999999999,8.919330522875,70.4584808125,1.5707614202098563,1.5707631655391086,2.094409065027212,469.7504813733982,0.08515158916506688,0,0,1,0,0,0,5.6,2.07272813315,5.666666666666668,2.07695282312,4.8,2.01185294968,3.583333333333333,-1.3023209273437122,0.36727852672292355,1,1,1
20.0,0.125,0.875,0.0,12.3959,3.0668,5.8516,90.0,103.7028,90.0001,0.0049,2.1917,1.0074999999999998,1.21875,1.769962240125,1.785,1.35125,0.15975,-5.8134250000000005,2.27875,-0.126625,-2.727625,0.6962499999999999,7.583017697000001,64.380317325,1.5707963267948966,1.809955303537176,1.5707980721241486,216.12138314386544,0.09254058857603464,0,0,0,0,1,0,4.0,2.01340977724,3.4285714285714284,1.93850529104,0.0,0.0,2.333333333333333,-5.318520073865556,0.7846774984055362,1,1,0
40.0,0.375,0.3125,0.3125,9.9165,5.7611,14.2456,91.23700000000001,91.4361,30.6131,0.3776,1.0588,1.07375,1.27875,2.1449436555,1.725625,1.4125,0.3958125,-5.716125,2.4475,-0.22755,-2.735125,0.75125,8.907736213375,67.787139475,1.5923860496420668,1.5958610001827869,0.534299389242276,414.3135299906353,0.09654524195940238,0,0,1,0,0,0,5.0,1.94595552946,5.2,1.96101262494,5.6,1.98801416324,3.5,-0.9739198447107914,0.057136191370809115,1,1,1
80.0,0.5938,0.0938,0.3125,24.2221,6.1751,6.0761,89.9995,104.7334,90.0002,0.1713,2.2127,1.104481,1.276684,2.0246717813541,1.6820460000000002,1.449829,0.4478999,-5.70834866,2.655576,-0.25998696999999993,-2.7277402000000004,0.7447560000000001,8.867907475309,58.44228002068001,1.5707876001486365,1.827942666808229,1.5707998174534008,878.9434088029072,0.09101837410551544,0,0,0,0,1,0,4.631578947368421,1.93930026686,5.333333333333333,1.98948809441,5.6,2.00526141164,3.333333333333333,-1.7643388736520629,0.7942134892947482,1,1,1
40.0,0.125,0.875,0.0,5.9222,5.9226,14.4722,90.0207,89.9782,120.0033,0.3266,0.4744,1.0074999999999998,1.21875,1.769962240125,1.785,1.35125,0.15975,-5.8134250000000005,2.27875,-0.126625,-2.727625,0.6962499999999999,7.583017697000001,64.380317325,1.5711576099500597,1.570415845017962,2.0944526982585114,439.5883529968909,0.09099422158776556,0,0,1,0,0,0,6.0,2.0511605354,5.428571428571429,2.01608726651,0.0,0.0,3.6666666666666665,-1.1190190984457724,-0.7457044312986214,1,1,0
80.0,0.0938,0.8438,0.0625,9.4198,9.4198,9.4193,90.0056,90.0048,89.9935,0.1121,2.2154,1.0094809999999999,1.231684,1.8898453583541,1.7895460000000003,1.3498290000000002,0.1876499,-5.79764866,2.235576,-0.13478697,-2.7322402,0.7097559999999999,7.8637853478089985,68.53926072068,1.570894065233008,1.5708801025989922,1.5706828803935171,835.7992686716507,0.09571676238380214,0,0,0,0,0,1,6.0,2.03776497973,6.0,2.03104912321,6.0,2.02482439386,4.0,-2.1883639489040227,0.7954329741006954,1,1,1
80.0,0.4062,0.375,0.2188,24.4417,6.1759,6.0181,89.9997,104.4178,90.0001,0.0877,2.276,1.0687479999999998,1.259698,1.974065065983,1.7221959999999998,1.412182,0.3502976,-5.74124412,2.497754,-0.21302156,-2.7291606,0.731574,8.490838983080799,62.22820437931999,1.5707910908071407,1.8224344076889352,1.5707980721241486,879.8189557819237,0.09092779767276256,0,0,0,0,1,0,4.615384615384615,1.93744118712,4.833333333333333,1.95502790941,6.0,2.02744382473,3.333333333333333,-2.4338333796039997,0.8224195162640844,1,1,1
30.0,0.25,0.4167,0.3333,5.1706,5.1702,13.8746,89.9967,90.0036,120.0008,0.1991,2.1556,1.05833,1.28416,2.2478793504581995,1.750001,1.392498,0.3778145,-5.71505936,2.324174,-0.21327652,-2.7405816,0.7591600000000001,9.022184965786199,74.06779815,1.5707387309295808,1.5708591586479683,2.094409065027212,321.21505070381323,0.09339537463847693,0,0,0,1,0,0,6.0,2.0666836421,6.0,2.06668366627,6.0,2.0666836726700004,4.0,-1.6139480679119864,0.7680691070772047,1,1,1
30.0,0.5833,0.4167,0.0,4.9153,4.915,13.3346,89.9909,90.0103,120.0011,0.0592,3.8465,1.071662,1.214167,1.5176547852177,1.69334,1.4291610000000001,0.26882540000000005,-5.7959179400000025,2.714135,-0.19454506,-2.7115845000000003,0.682501,7.497998944298401,44.79190556538001,1.5706375018329648,1.5709760957078518,2.0944143010149667,278.9840366234972,0.10753303437388603,0,0,0,1,0,0,6.0,1.97428163093,6.0,1.9742816269,0.0,0.0,4.0,-2.8268337370921772,1.3471636439168522,1,1,0
80.0,0.8125,0.1562,0.0312,9.8993,8.5027,9.1325,90.0045,90.0023,90.0014,0.0892,3.8362,1.106771,1.217993,1.4424690026004,1.6463830000000002,1.4698639999999998,0.34099,-5.77781972,2.924795,-0.23487897,-2.7049117000000003,0.6817949999999999,7.5916098719852,36.3955543125,1.5708748666112362,1.5708364693676926,1.5708207614044245,768.6896278698674,0.10407321381672567,1,0,0,0,0,0,5.230769230769232,1.92948307972,5.2,1.93051618151,6.0,1.9506719044,3.5,-2.4168742393961735,1.3444822933054505,1,1,1
80.0,0.4375,0.25,0.3125,24.3844,6.2195,6.1079,89.9997,104.6791,90.0001,0.1601,1.8064,1.0825,1.2781249999999995,2.1105355910625,1.7131250000000002,1.423125,0.4106875,-5.7137375,2.506875,-0.2368125,-2.7329375,0.749375,8.896141903875,65.11579813750001,1.5707910908071407,1.8269949530243963,1.5707980721241486,896.0818957310803,0.08927755418463283,0,0,0,0,1,0,4.857142857142857,1.96965896229,4.75,1.96138276319,5.4,2.00654424469,3.333333333333333,-1.831956658979468,0.5913359144132605,1,1,1
